"Task","Variant","ValueName","BinCenter","Density"
"SOH","Pruned","Weight","0.49057049788888873","0.37902299628730152"
"SOH","Pruned","Weight","0.54828467411111115","0.35746480999053698"
"SOH","Pruned","Weight","0.60599885033333356","0.33089309199685052"
"SOH","Pruned","Weight","0.66371302655555553","0.31184167154854697"
"SOH","Pruned","Weight","0.72142720277777794","0.32688226663931291"
"SOH","Pruned","Weight","0.77914137899999991","0.30933490570008598"
"SOH","Pruned","Weight","0.83685555522222232","0.27624559650040098"
"SOH","Pruned","Weight","0.89456973144444429","0.25017523167640665"
"SOH","Pruned","Weight","0.95228390766666671","0.24215358096133152"
"SOH","Pruned","Weight","1.0099980838888891","0.21307509711918404"
"SOH","Pruned","Weight","1.0677122601111111","0.23563598975533295"
"SOH","Pruned","Weight","1.1254264363333335","0.20856291859195425"
"SOH","Pruned","Weight","1.1831406125555555","0.2025466805556479"
"SOH","Pruned","Weight","1.2408547887777779","0.17346819671350042"
"SOH","Pruned","Weight","1.2985689650000003","0.15592083577427349"
"SOH","Pruned","Weight","1.3562831412222223","0.14739783188950614"
"SOH","Pruned","Weight","1.4139973174444447","0.14238430019258416"
"SOH","Pruned","Weight","1.4717114936666671","0.1123031100110523"
"SOH","Pruned","Weight","1.5294256698888886","0.11882070121705086"
"SOH","Pruned","Weight","1.587139846111111","0.1092949909928991"
"SOH","Pruned","Weight","1.6448540223333334","0.074701622284137459"
"SOH","Pruned","Weight","1.7025681985555559","0.077208388132598449"
"SOH","Pruned","Weight","1.7602823747777783","0.085731392017365821"
"SOH","Pruned","Weight","1.8179965509999998","0.07319756277506087"
"SOH","Pruned","Weight","1.8757107272222222","0.069688090587215493"
"SOH","Pruned","Weight","1.9334249034444446","0.051639376478296369"
"SOH","Pruned","Weight","1.991139079666667","0.058658320853987138"
"SOH","Pruned","Weight","2.0488532558888894","0.042113666254144609"
"SOH","Pruned","Weight","2.106567432111111","0.036598781387530435"
"SOH","Pruned","Weight","2.1642816083333334","0.027574424333070877"
"SOH","Pruned","Weight","2.2219957845555558","0.030582543351224064"
"SOH","Pruned","Weight","2.2797099607777782","0.019552773617995713"
"SOH","Pruned","Weight","2.3374241369999997","0.0095257102241517577"
"SOH","Pruned","Weight","2.3951383132222221","0.022059539466456699"
"SOH","Pruned","Weight","2.4528524894444446","0.021558186296764502"
"SOH","Pruned","Weight","2.510566665666667","0.02005412678768791"
"SOH","Pruned","Weight","2.5682808418888894","0.088739511035518998"
